city,lat,lng,country,population
Carrillos,10.0369,-84.274,Costa Rica,9228
La Victoria de Acentejo,28.4333,-16.4667,Spain,9228
Bowdon,53.376,-2.366,United Kingdom,9228
Kondrukota,17.3477,81.6041,India,9228
Vaikuntam,11.5197,77.9398,India,9228
Castelleone,45.3,9.7667,Italy,9228
Keşap,40.9167,38.5167,Turkey,9227
San Lorenzo de Descardazar,39.6097,3.2839,Spain,9227
Kaujalgi,16.14,74.81,India,9227
Lesnoy Gorodok,55.6405,37.2075,Russia,9226
Hlyboka,48.0833,25.9333,Ukraine,9226
La Bruyère,50.5,4.8,Belgium,9226
São Domingos,-26.5578,-52.5319,Brazil,9226
Fazendinha,-0.0441,-51.1171,Brazil,9226
I-n-Amenas,28.0408,9.5431,Algeria,9225
Riverside,41.831,-87.8169,United States,9225
Aslanapa,39.2167,29.8667,Turkey,9224
Kalanchak,46.2522,33.2906,Ukraine,9224
Baía da Traição,-6.7,-34.9333,Brazil,9224
Kondayampālaiyam,11.513,77.4371,India,9224
Tišnov,49.3486,16.4244,Czechia,9223
Jājireddigūdem,17.3278,79.5711,India,9223
White Meadow Lake,40.9241,-74.5107,United States,9223
Oromocto,45.8488,-66.4788,Canada,9223
Borja,-25.9528,-56.4972,Paraguay,9222
Clay Cross,53.1637,-1.4128,United Kingdom,9222
Bude,50.824,-4.542,United Kingdom,9222
Shannon,52.7137,-8.8686,Ireland,9222
Gudimūlakhandrika,16.382,81.7335,India,9222
Bad Laer,52.1031,8.0892,Germany,9221
Baluntaicun,42.7594,86.3231,China,9220
Gandhwāni,22.34,75.0048,India,9220
Vallahbhāpuram,16.3528,80.7175,India,9220
Badagabettu,13.3335,74.7999,India,9220
Gangaura Behra,25.9541,86.5482,India,9220
Washington Terrace,41.1683,-111.9783,United States,9220
Japaratinga,-9.0878,-35.2578,Brazil,9219
Antônio Dias,-19.6528,-42.8719,Brazil,9219
Mejillones,-23.1,-70.45,Chile,9218
Joigny,47.9831,3.3978,France,9218
Inverigo,45.7333,9.2167,Italy,9218
Mikhaylovskoye,43.0997,44.6317,Russia,9217
Badnor,25.8355,74.2775,India,9217
Nonea,26.9746,84.8768,India,9217
Saraunja,25.769,86.5273,India,9217
Kandiyankovil,11.0147,77.4695,India,9217
Ottappārai,11.1936,77.5964,India,9216
Swāmimalai,10.9575,79.3293,India,9216
Évian-les-Bains,46.3833,6.5833,France,9214
Totnes,50.432,-3.684,United Kingdom,9214
Mount Pleasant,40.9625,-91.5452,United States,9214
Melgaço,42.1,-8.25,Portugal,9213
Babadag,44.8981,28.7419,Romania,9213
Nong Kung Si,16.65,103.3,Thailand,9213
Ghattupal,17.0725,78.9239,India,9213
Sholaqqorghan,43.765,69.1758,Kazakhstan,9213
Altenbeken,51.7667,8.9333,Germany,9212
Kandel,49.0833,8.2,Germany,9212
Kharika,25.7173,85.1256,India,9212
Kodakkal,13.0685,79.4149,India,9212
Castrolibero,39.3167,16.2,Italy,9212
Qarqaraly,49.4167,75.4167,Kazakhstan,9212
Shawano,44.7748,-88.5843,United States,9212
Cape St. Claire,39.0433,-76.4471,United States,9212
Kannavam,11.8333,75.6667,India,9211
Pong Nam Ron,12.9057,102.2663,Thailand,9210
Pudukkottai,10.6118,78.0505,India,9210
Ban Kham Pom,15.9653,105.2112,Thailand,9209
Pohrebyshche,49.4833,29.2667,Ukraine,9209
Jambukuttaippatti,12.3246,78.3443,India,9209
Chokkalingapuram,10.193,78.3973,India,9209
Bādanahatti,15.3176,76.8258,India,9209
Covasna,45.8492,26.1853,Romania,9208
Aniskino,55.9417,38.15,Russia,9208
Llagostera,41.8292,2.8933,Spain,9208
Sūrak,36.5939,53.2086,Iran,9208
Waseca,44.0827,-93.5029,United States,9208
Dhāmnod,23.4421,74.9744,India,9207
O'Hara,40.5092,-79.8949,United States,9206
Gnarrenburg,53.3864,9.005,Germany,9205
Golbāf,29.8828,57.7322,Iran,9205
Palm Beach,26.6945,-80.0408,United States,9205
Falan,5.1333,-74.95,Colombia,9204
Elsfleth,53.2333,8.4667,Germany,9204
Arlesheim,47.4833,7.6167,Switzerland,9202
Mont-Saint-Martin,49.5411,5.78,France,9202
Cullercoats,55.033,-1.433,United Kingdom,9202
Vadavālam,10.4286,78.8913,India,9201
Irungalūr,10.9399,78.7619,India,9201
Xalqobod,37.4597,66.9222,Uzbekistan,9200
Qorovulbozor,39.5,64.8,Uzbekistan,9200
Mudhol,15.6406,75.9531,India,9200
Gothurutha,10.1862,76.2013,India,9200
Rāmāyipatti,11.472,78.2109,India,9200
Araújos,-19.9478,-45.1658,Brazil,9199
Saßnitz,54.5164,13.6411,Germany,9199
Laheji,26.0957,84.4009,India,9199
Freetown,41.7714,-71.0157,United States,9199
Paredes de Coura,41.9,-8.55,Portugal,9198
Tiana,41.4831,2.2697,Spain,9198
Spáta,37.9667,23.9167,Greece,9198
Aliquippa,40.6155,-80.2547,United States,9198
San Fausto de Campcentellas,41.5061,2.24,Spain,9197
Bīkē,9.5297,41.1969,Ethiopia,9197
Dāmargidda,16.8189,77.5031,India,9197
Panthersville,33.7059,-84.2763,United States,9197
Une,4.4019,-74.025,Colombia,9196
Jamhra,25.7777,86.7899,India,9196
Susāri,22.1797,74.7577,India,9196
Valkurti,18.7171,79.3823,India,9196
La Cruz,11.0845,-85.6436,Costa Rica,9195
Kodigenahalli,13.7214,77.3863,India,9195
Blackstone,42.0399,-71.5313,United States,9195
Whitecourt,54.1417,-115.6833,Canada,9195
San Lorenzo,14.0333,-89.7833,El Salvador,9194
Nowra,-34.8808,150.6075,Australia,9193
Tenedla,33.6753,6.0339,Algeria,9193
Leichi,36.3351,110.2612,China,9192
Landivisiau,48.51,-4.0669,France,9192
Ban Chang Phuak,18.8032,98.9811,Thailand,9191
Muli,22.6388,71.458,India,9191
Vignate,45.5,9.3667,Italy,9191
Çobanlar,38.7,30.7833,Turkey,9190
Støvring,56.8867,9.8286,Denmark,9190
Shirguppi,16.72,75.06,India,9189
Chalkāri,23.758,85.954,India,9189
Jogaili,25.9096,87.4061,India,9188
Māmidipalli,18.7772,78.2962,India,9188
As Sidrah,30.6294,18.3503,Libya,9186
Podstepki,53.5151,49.1294,Russia,9186
Tibaná,5.3167,-73.4,Colombia,9186
Tepe-Korgon,40.6,72.4,Kyrgyzstan,9186
Richmond Heights,38.6309,-90.3332,United States,9186
Santa María Ajoloapan,19.9692,-99.0353,Mexico,9185
Capbreton,43.6431,-1.4311,France,9185
Tilehurst,51.4579,-1.0406,United Kingdom,9185
Chikkāla,16.9698,81.5922,India,9185
Sewa,24.8753,86.3257,India,9185
Aberbargoed,51.6968,-3.224,United Kingdom,9184
Olds,51.7928,-114.1067,Canada,9184
Suwannaphum,15.6078,103.8,Thailand,9183
Jagannādapuram,13.2745,80.1802,India,9183
Himmatpura,30.5271,75.3627,India,9183
Rājepur,25.5377,85.6228,India,9183
Sukkāmpatti,10.5267,78.1728,India,9183
Roux,50.4412,4.3926,Belgium,9182
Canela Baja,-31.3989,-71.4561,Chile,9182
Cistérniga,41.6167,-4.6833,Spain,9182
Tiptree,51.81,0.75,United Kingdom,9182
Conshohocken,40.0772,-75.3034,United States,9182
Salisbury,42.8465,-70.8616,United States,9182
Sidi Bou Othmane,31.9033,-7.9422,Morocco,9181
Hirehalli,14.5255,76.6634,India,9181
Maidencreek,40.4618,-75.8927,United States,9180
Guntramsdorf,48.05,16.3167,Austria,9179
Harpur Bhindi,25.7746,85.6563,India,9179
Vega Alta,18.4151,-66.3211,Puerto Rico,9179
Cêrro Grande,-30.59,-51.7389,Brazil,9178
Alsbach-Hähnlein,49.7333,8.6,Germany,9178
Douar El Mellaliyine,35.6264,-5.3414,Morocco,9177
Arceburgo,-21.3639,-46.94,Brazil,9177
Galten,56.1533,9.9069,Denmark,9177
Mādepalli,12.5491,78.34,India,9177
Nelali,10.9282,77.4832,India,9177
Ḩorr-e Rīāḩī,32.1444,48.3906,Iran,9177
Grants,35.1538,-107.8335,United States,9177
Ahuimanu,21.4379,-157.8404,United States,9177
Willowbrook,41.7641,-87.9454,United States,9177
Elze,52.1167,9.7333,Germany,9176
Hacine,35.4569,-0.0025,Algeria,9176
Yatton,51.3855,-2.8256,United Kingdom,9176
Budhma,25.6451,86.8317,India,9176
Nashtīfān,34.435,60.1811,Iran,9176
Obukhivka,48.5433,34.8589,Ukraine,9175
Itapebi,-15.9333,-39.5333,Brazil,9174
Yaxley,52.52,-0.26,United Kingdom,9174
Ivins,37.1742,-113.6809,United States,9174
Rockingham,34.9386,-79.7608,United States,9174
Maków Mazowiecki,52.8667,21.1,Poland,9173
Murfatlar,44.1736,28.4083,Romania,9173
Tuskegee,32.4409,-85.7131,United States,9173
Binisalem,39.6886,2.8422,Spain,9172
Onchan,54.175,-4.455,Isle of Man,9172
Gūdalūr,10.7898,78.1285,India,9172
Waiuku,-37.249,174.73,New Zealand,9171
Ban Wat Chan,16.8033,100.2351,Thailand,9171
Jerez de los Caballeros,38.3203,-6.7714,Spain,9171
Solsona,41.9978,1.5208,Spain,9171
Sarkad,46.75,21.3833,Hungary,9171
Ban Yaeng,16.8833,100.8,Thailand,9170
Trittau,53.6167,10.4,Germany,9170
Biblis,49.7,8.4667,Germany,9170
Dörverden,52.85,9.2333,Germany,9170
Marale,14.9167,-87.035,Honduras,9170
Bangaon,26.3081,87.8833,India,9170
Matelica,43.2566,13.0096,Italy,9170
Verdejante,-7.9167,-38.9833,Brazil,9169
Xiangping,24.5892,112.1237,China,9169
Ville-la-Grand,46.2031,6.2475,France,9169
Woodbury,40.8176,-73.4703,United States,9169
Littleport,52.4568,0.3046,United Kingdom,9168
Monte Rico,-24.4514,-65.1667,Argentina,9167
Boekenhouthoek,-25.303,29.015,South Africa,9166
Foammulah,-0.2932,73.4236,Maldives,9166
Pencoed,51.5228,-3.5047,United Kingdom,9166
West Manheim,39.7458,-76.9431,United States,9166
Wa,13.7,-4.4,Mali,9165
Dommasandra,12.8781,77.7543,India,9165
Waterford,37.6429,-120.7553,United States,9165
Corumbaíba,-18.1472,-48.5503,Brazil,9164
Waldfeucht,51.0714,5.9831,Germany,9164
Micco,27.8683,-80.51,United States,9164
Flanders,40.8412,-74.7102,United States,9164
Irshava,48.3,23.05,Ukraine,9163
Yvoir,50.3333,4.8833,Belgium,9163
Abalessa,22.89,4.8472,Algeria,9163
Incline Village,39.2639,-119.9455,United States,9163
Springs,41.0212,-72.1584,United States,9162
Žabalj,45.3667,20.0667,Serbia,9161
Gədəbəy,40.5656,45.8161,Azerbaijan,9161
Palomares del Río,37.3167,-6.05,Spain,9161
Reggiolo,44.9167,10.8167,Italy,9161
Beauraing,50.1092,4.9567,Belgium,9160
Ifigha,36.6667,4.4167,Algeria,9160
Op,25.2092,85.3019,India,9160
Ussel,45.5489,2.31,France,9159
Banbhāg,25.7919,87.414,India,9159
Bariariya Tola Rājpur,26.4567,84.7043,India,9159
Entre Ijuís,-28.36,-54.2678,Brazil,9158
Beauchamp,49.0144,2.1906,France,9158
Halgeri,14.5551,75.6099,India,9158
Santo Domingo Petapa,16.8167,-95.1333,Mexico,9157
Gualaquiza,-3.38,-78.58,Ecuador,9157
San Fructuoso de Bagés,41.752,1.8745,Spain,9156
Sungal,32.9392,74.6935,India,9156
Pilikōdu,12.1903,75.1667,India,9156
Wysokie Mazowieckie,52.9192,22.5144,Poland,9155
Yeşilyurt,40,36.22,Turkey,9154
Fateh Nangal,31.9453,75.3191,India,9154
Mikhaylovka,43.9283,132.0061,Russia,9153
Zörbig,51.6167,12.1167,Germany,9153
Županja,45.07,18.7,Croatia,9153
Imotski,43.45,17.2167,Croatia,9153
Piripá,-14.9333,-41.7167,Brazil,9152
Grünheide,52.4167,13.8167,Germany,9152
Kyritz,52.95,12.4,Germany,9152
Morubāgalu,13.9702,77.0411,India,9152
Anjūr,10.5992,76.1553,India,9152
Nārāyanpur,17.8589,76.9733,India,9152
Cachoeira dos Índios,-6.9269,-38.6739,Brazil,9151
Vallendar,50.3971,7.622,Germany,9151
Belakvādi,12.255,77.1225,India,9151
Ražanj,43.6667,21.55,Serbia,9150
Buenópolis,-17.8742,-44.1767,Brazil,9150
Chinnāyagūdem,17.047,81.481,India,9150
Felino,44.6936,10.242,Italy,9150
Lavis,46.1333,11.1167,Italy,9150
Al Bardīyah,31.76,25.075,Libya,9149
Sângeorgiu de Mureş,46.55,24.4667,Romania,9149
Sabie,-25.0978,30.7792,South Africa,9148
Gondizalves,41.536,-8.44,Portugal,9148
Ust’-Nera,64.5666,143.2,Russia,9148
Kondūru,16.678,80.573,India,9148
Sansa,25.0291,84.4597,India,9148
Veinticinco de Diciembre,-24.7,-56.55,Paraguay,9147
Mangasamudram,13.2291,79.0909,India,9146
Bichura,50.5897,107.5961,Russia,9145
Sauzal,28.4778,-16.4361,Spain,9145
Brandon,52.4474,0.6242,United Kingdom,9145
Maserada sul Piave,45.75,12.3167,Italy,9145
Japurá,-23.47,-52.5528,Brazil,9144
Chesterfield,40.1166,-74.6459,United States,9144
Santa Lucia di Piave,45.85,12.2833,Italy,9143
Kaithāhi,26.3488,86.1521,India,9142
Bir Tam Tam,33.9833,-4.6333,Morocco,9141
Dāmu,26.5461,85.982,India,9141
Sibkund,25.3041,86.399,India,9141
Nerinjippettai,11.6543,77.7586,India,9141
Seven Corners,38.8658,-77.1445,United States,9141
Audubon,40.1304,-75.428,United States,9141
Helotes,29.5687,-98.696,United States,9140
Des Peres,38.5973,-90.448,United States,9140
Cajvana,47.7044,25.9694,Romania,9139
Chadan,51.2833,91.5833,Russia,9139
Caluco,13.7167,-89.65,El Salvador,9139
Solita,0.8667,-75.65,Colombia,9139
Oakland,35.2256,-89.5372,United States,9139
Copceac,45.85,28.6944,Moldova,9138
Lagbé,6.6833,2.6833,Benin,9138
Pleternica,45.2833,17.8,Croatia,9138
Dihri,25.3796,85.5376,India,9138
Bhargaon,26.075,87.1483,India,9138
Forestdale,33.5737,-86.9,United States,9138
Huron East,43.63,-81.28,Canada,9138
Stryzhavka,49.3103,28.4808,Ukraine,9137
Delta,38.756,-108.0772,United States,9137
Bilenke,48.7664,37.6314,Ukraine,9136
Laufenburg (Baden),47.5656,8.0647,Germany,9136
Pepillo Salcedo,19.7,-71.75,Dominican Republic,9136
Guano,-1.5833,-78.6333,Ecuador,9136
Gavirate,45.85,8.7167,Italy,9136
Ipuiúna,-22.1,-46.1833,Brazil,9135
Smithville,39.4929,-74.4801,United States,9135
Tecoh,20.7419,-89.4744,Mexico,9134
Ban Wang Krachae,14.2333,98.8667,Thailand,9134
Nagykálló,47.8833,21.85,Hungary,9134
Tafersit,35.0167,-3.5333,Morocco,9133
Ciudad Insurgentes,25.2617,-111.7744,Mexico,9133
Cajobi,-20.88,-48.8089,Brazil,9133
Mālingaon,26.356,87.9614,India,9132
North Codorus,39.8646,-76.8189,United States,9131
West Athens,33.9235,-118.3033,United States,9131
Dazhuangzi,40.2321,99.0558,China,9130
Haddington,55.956,-2.781,United Kingdom,9130
Yenmangandla,16.8839,78.0332,India,9130
Govindapalle,15.3525,78.5224,India,9130
Malalbergo,44.7167,11.5333,Italy,9130
Perkasie,40.372,-75.292,United States,9130
Mwaline al Oued,33.4467,-7.3283,Morocco,9129
Lanta,7.1,1.8667,Benin,9129
Bāsudebpur,21.8256,87.619,India,9129
Mokri,25.0184,83.5633,India,9129
Mendig,50.3744,7.2808,Germany,9128
Jandola,32.3317,70.1228,Pakistan,9126
San Manuel Chaparrón,14.5167,-89.7667,Guatemala,9126
Maserà di Padova,45.3167,11.8667,Italy,9126
Elsmere,38.9948,-84.6017,United States,9126
Denekamp,52.3794,7.0089,Netherlands,9125
Montoro,38.0167,-4.3833,Spain,9125
Umburetama,-7.6958,-35.6597,Brazil,9124
Crawford,41.5685,-74.3169,United States,9124
Marlboro Village,38.8307,-76.7699,United States,9124
Amatlán de los Reyes,18.8457,-96.9149,Mexico,9123
Hostivice,50.0814,14.2525,Czechia,9123
Shanklin,50.6333,-1.175,United Kingdom,9123
Middlebury,44.0043,-73.1218,United States,9123
Chtiba,32.2,-7.3,Morocco,9122
Peresecina,47.25,28.7667,Moldova,9122
Olesno,50.875,18.4167,Poland,9122
Raipur,25.4226,86.8498,India,9122
Chitrāda,17.0802,82.2469,India,9122
Nandiyālam,12.9237,79.2635,India,9122
Currumbin,-28.1575,153.4686,Australia,9121
Rothrist,47.3,7.8833,Switzerland,9121
Guatapé,6.2333,-75.1667,Colombia,9121
Tettu,13.6275,78.4322,India,9121
Temperance,41.7653,-83.5755,United States,9121
Sunset Hills,38.531,-90.4087,United States,9121
Piranguinho,-22.4008,-45.5319,Brazil,9120
Palocabildo,5.1333,-75.0333,Colombia,9120
Groenlo,52.0411,6.6172,Netherlands,9119
Dodji-Bata,6.6833,2.2833,Benin,9119
Bamaiya Harlāl,25.6664,85.8802,India,9119
Killimangalam,10.7167,76.35,India,9119
Bad Schussenried,48.0067,9.6586,Germany,9118
Kongnolli,16.42,74.58,India,9118
East Grand Forks,47.9286,-97.0138,United States,9118
Hurzuf,44.5528,34.2875,Ukraine,9117
Alawandi,15.2303,75.9801,India,9117
Kaglipur,12.8006,77.5082,India,9117
Koheda,18.1709,79.0934,India,9117
Dospat,41.65,24.1667,Bulgaria,9116
San Jorge,13.4142,-88.3435,El Salvador,9115
San Jorge,13.6833,-88.3833,El Salvador,9115
Sauce,-30.0667,-58.7667,Argentina,9115
Phagu,26.95,88.7,India,9115
Sihāli Jāgīr,28.7997,78.2628,India,9115
Eshkanān,27.2278,53.6072,Iran,9115
Miramar Beach,30.3854,-86.3442,United States,9115
Tiburon,37.8854,-122.4637,United States,9115
Kudūru,13.111,77.1479,India,9114
Istrana,45.6833,12.1,Italy,9114
Horodenka,48.6675,25.5003,Ukraine,9113
Mata Verde,-15.6858,-40.7408,Brazil,9113
Nechmeya,36.6114,7.5133,Algeria,9113
Dumri,26.8648,84.3767,India,9113
Pattīswaram,10.9253,79.3424,India,9113
Stillwater,42.9701,-73.6885,United States,9113
Tunari,44.55,26.1333,Romania,9112
Zeydābād,29.6008,55.5367,Iran,9112
Fujisawachō-niinuma,38.867,141.35,Japan,9112
Nizhniy Odes,63.65,54.85,Russia,9111
Montes Altos,-5.8333,-47.0667,Brazil,9111
Beuvry,50.5206,2.6803,France,9111
Hawthorn Woods,42.2313,-88.0624,United States,9111
Zarbdor Shaharchasi,40.0747,68.1683,Uzbekistan,9110
André Fernandes,-15.9664,-41.4978,Brazil,9110
Reinfeld,53.8333,10.4833,Germany,9110
Miryal,17.5661,78.8095,India,9110
Odayārpatti,11.6663,78.2144,India,9110
Herenthout,51.15,4.7667,Belgium,9109
Carmen de Carupa,5.3503,-73.9053,Colombia,9109
Chotěboř,49.7208,15.6703,Czechia,9109
Prabhāt Pattan,21.6407,78.2722,India,9109
Fairless Hills,40.1783,-74.8524,United States,9109
Flemington,-33.868,151.0709,Australia,9108
Brejolândia,-12.4828,-43.9658,Brazil,9108
Loeches,40.3833,-3.4,Spain,9108
Uchti,25.9197,86.2544,India,9108
Satghara,26.3977,86.1678,India,9108
Dallas,41.3608,-75.9656,United States,9108
Weare,43.0813,-71.7219,United States,9108
Embalse,-32.1833,-64.4167,Argentina,9107
San Zenón,9.245,-74.4992,Colombia,9107
Tekpanja,22.2086,88.3122,India,9107
Steynsrus,-27.95,27.5667,South Africa,9106
Rebordosa,41.22,-8.412,Portugal,9106
Govindāpuram,16.1548,80.1027,India,9106
Kod,22.885,75.1862,India,9105
Cresskill,40.9405,-73.9596,United States,9105
Kottapālem,17.436,82.495,India,9104
McFarland,43.0203,-89.2828,United States,9104
Westampton,40.0168,-74.8213,United States,9104
Chaukhata,25.0247,81.7375,India,9103
Belek,36.85,31.05,Turkey,9102
Datian,25.4379,87.8378,India,9102
Rutland,42.3848,-71.9673,United States,9102
Oborniki Śląskie,51.2986,16.9017,Poland,9101
Tarusa,54.7333,37.1833,Russia,9101
Cameron,39.7444,-94.2329,United States,9101
Benton Harbor,42.1159,-86.4488,United States,9101
Iguidiy,30.7467,-7.9267,Morocco,9100
Hirske,48.7519,38.495,Ukraine,9100
Katakwi,1.915,33.955,Uganda,9100
Nalbach,49.3667,6.7667,Germany,9100
Usworth,54.94,-1.55,United Kingdom,9100
Gok,27.1065,88.2459,India,9100
Orosi,36.5433,-119.2914,United States,9100
Kharovsk,59.95,40.2,Russia,9099
Ouédémè,6.7,1.6833,Benin,9099
Consacá,1.2,-77.4667,Colombia,9099
Rivesaltes,42.7697,2.8747,France,9099
Guryongpo,35.9833,129.55,"Korea, South",9099
Rada Tilly,-45.9333,-67.5333,Argentina,9098
Rincão,-21.5869,-48.0708,Brazil,9098
Park Ridge,41.0352,-74.0423,United States,9098
McCordsville,39.8966,-85.9208,United States,9098
Rondon,-23.4108,-52.7608,Brazil,9097
Ambara,22.1902,78.6708,India,9097
Springfield,43.2907,-72.4809,United States,9097
Navoloki,57.4667,41.9667,Russia,9096
Tineo,43.3333,-6.4167,Spain,9096
Urbach,48.8133,9.5789,Germany,9095
Coatetelco,18.7294,-99.3256,Mexico,9094
Fehrbellin,52.7997,12.7667,Germany,9094
Pithiviers,48.1725,2.2525,France,9094
Sogām,34.5014,74.3823,India,9094
Zeerust,-25.5333,26.0833,South Africa,9093
Kenār,25.2916,85.7416,India,9093
Riverside,41.0318,-73.5827,United States,9093
Bonnievale,-33.9275,20.1006,South Africa,9092
La Matanza de Acentejo,28.4528,-16.4556,Spain,9092
Dāvulūru,16.2625,80.7436,India,9092
Nagaoki,33.0167,130.6167,Japan,9092
Bemarivo,-17.6333,44.75,Madagascar,9091
Logatec,45.9167,14.2297,Slovenia,9091
Campamento,6.9789,-75.2964,Colombia,9091
Calamar,1.9206,-72.5542,Colombia,9091
Suances,43.4333,-4.05,Spain,9091
Chillicothe,39.7953,-93.5499,United States,9091
Greytown,-29.0667,30.5833,South Africa,9090
Ouarégou,11.8,-0.7,Burkina Faso,9090
Portlethen,57.061,-2.13,United Kingdom,9090
Kiskunlacháza,47.2,19.0167,Hungary,9090
Koila Belwā,26.3753,84.9986,India,9090
Yeldūrti,17.9074,78.3721,India,9090
Huntertown,41.2185,-85.1705,United States,9090
Marinka,47.9419,37.5036,Ukraine,9089
August,37.9797,-121.2625,United States,9089
Mendon,42.9859,-77.5479,United States,9089
Dasaut,25.8997,86.0964,India,9088
Umreth,22.1262,78.7149,India,9088
Hokur Badasgom,33.6503,75.2359,India,9088
Haripura,34.0601,74.7125,India,9088
Sidi Ouassay,30.05,-9.6833,Morocco,9087
Paraparaumu Beach,-40.8938,174.9794,New Zealand,9087
Lynwood,41.5235,-87.551,United States,9087
New Scotland,42.6047,-73.9413,United States,9087
Kożuchów,51.75,15.6,Poland,9086
Bimāwān,25.5111,84.4946,India,9086
Absecon,39.4229,-74.4944,United States,9086
Olalapādi,10.7979,76.8923,India,9085
Mauji,25.6585,86.2313,India,9085
Yui,35.1,138.5667,Japan,9085
Beecher,43.0903,-83.7039,United States,9085
Gtarna,32.9724,-7.9645,Morocco,9084
Majhaulia,25.9635,85.5738,India,9084
Periyamuttūr,12.463,78.1969,India,9084
Little Falls,45.9862,-94.3586,United States,9084
Hussepur,26.1801,84.9408,India,9082
Dāita,24.3497,87.9342,India,9081
Midland,47.1734,-122.412,United States,9081
Velampatti,10.2311,78.2294,India,9080
Hooper,41.1599,-112.2871,United States,9080
Vinsady,44.0817,42.9606,Russia,9079
Brejão,-9.03,-36.5689,Brazil,9079
Bāgeshwar,29.838,79.771,India,9079
Andiyappanūr,12.5342,78.7024,India,9078
Commerce,33.2421,-95.8992,United States,9078
Dinnington,53.3667,-1.2,United Kingdom,9077
Mirzānagar,25.7726,85.3804,India,9077
Banārūyeh,28.0864,54.0481,Iran,9077
Kanasānapalle,16.5227,80.7772,India,9076
Gurmia,25.819,85.2295,India,9076
Carignano,44.9,7.6833,Italy,9076
Newark,43.0418,-77.093,United States,9076
Cedar Hills,45.5047,-122.8053,United States,9076
Ban Tha Phra,16.3298,102.7998,Thailand,9075
Mainaschaff,49.9833,9.0833,Germany,9075
Jāmunia,25.3676,87.0477,India,9075
Karayılan,36.7167,36.2333,Turkey,9074
Mendicino,39.2628,16.1945,Italy,9074
Jumlā,29.25,82.2167,Nepal,9073
Großbeeren,52.3544,13.3061,Germany,9073
Pontardulais,51.71,-4.04,United Kingdom,9073
Suganwān,25.1176,85.0022,India,9073
Fiumefreddo di Sicilia,37.8,15.2,Italy,9073
Notodden,59.6294,9.1914,Norway,9072
Kirchberg,47.4,9.0333,Switzerland,9072
Mosciano Sant’Angelo,42.75,13.8833,Italy,9072
Sinaia,45.35,25.5514,Romania,9071
Sibilia,15,-91.6167,Guatemala,9071
Pedda Muppāram,17.4792,79.6817,India,9071
Marāi Kalān,24.0211,85.3506,India,9071
Mbuzini,-25.9333,31.9333,South Africa,9070
Sergiyevsk,53.945,51.1711,Russia,9070
Luís Gomes,-6.4167,-38.3833,Brazil,9070
Hagaranahalli,12.3677,76.4173,India,9070
Townsend,42.6671,-71.7115,United States,9070
Fatehpur Bāla,25.8338,85.6928,India,9069
Valley Cottage,41.1162,-73.9433,United States,9069
Nykøbing Mors,56.7953,8.8592,Denmark,9068
Viravāda,17.1194,82.211,India,9068
Gidha,26.0507,86.8176,India,9068
Ghāt Borūl,17.77,77.14,India,9067
Ālampur,24.8721,83.8829,India,9067
Vinhais,41.8167,-7,Portugal,9066
Carregado,39.0167,-8.9667,Portugal,9066
Paulo Lopes,-27.9619,-48.6839,Brazil,9066
Morada Nova de Minas,-18.6047,-45.3572,Brazil,9066
Auerbach,49.6833,11.6167,Germany,9066
Chalástra,40.6333,22.7333,Greece,9066
Chāndpur,22.4368,88.1711,India,9066
Åmål,59.05,12.7,Sweden,9065
Pūttai,11.8957,78.8874,India,9065
Orte,42.4603,12.3864,Italy,9065
Kawara,14.0706,5.6715,Niger,9064
Berndorf,47.9428,16.1036,Austria,9064
Adjido,7.0333,1.9833,Benin,9064
Íquira,2.65,-75.65,Colombia,9064
Magny-le-Hongre,48.8631,2.8133,France,9064
Venkatādripālem,16.0506,79.217,India,9063
Oggiono,45.7833,9.35,Italy,9063
Economy,40.6411,-80.1841,United States,9063
Ewo,-0.8742,14.8167,Congo (Brazzaville),9062
Campobello di Licata,37.25,13.9167,Italy,9062
Sarauni,24.8613,85.8712,India,9061
Wollert,-37.597,145.033,Australia,9060
Saraiya,24.8012,84.0816,India,9060
Uppugunduru,15.673,80.167,India,9060
Strehaia,44.6222,23.1972,Romania,9059
Scionzier,46.0581,6.5503,France,9059
Harrodsburg,37.7654,-84.8474,United States,9057
Country Club Estates,31.2113,-81.4622,United States,9057
Roxborough Park,39.4492,-105.0746,United States,9057
Tāla,24.3735,81.1989,India,9055
Lacchiarella,45.3167,9.1333,Italy,9055
Toccoa,34.581,-83.3263,United States,9055
Northwest Harborcreek,42.1494,-79.9945,United States,9054
Chaponost,45.7103,4.7422,France,9052
São Francisco,-5.1228,-47.3858,Brazil,9051
Januário Cicco,-6.15,-35.5833,Brazil,9051
Udarband,24.8698,92.8694,India,9051
Ayanikkād,10.458,76.126,India,9051
Salto Grande,-22.8928,-49.9856,Brazil,9050
Bonhill,55.983,-4.567,United Kingdom,9050
Lanark,55.6749,-3.777,United Kingdom,9050
Kegen,43.0197,79.2203,Kazakhstan,9049
Bemiss,30.9318,-83.2386,United States,9049
Colac,-38.3403,143.5847,Australia,9048
Intich’o,14.2667,39.15,Ethiopia,9048
Mohon,49.752,4.7315,France,9048
Mānoke,30.675,75.456,India,9048
Poiana Mare,43.9333,23.0833,Romania,9047
La Florida,1.3017,-77.4106,Colombia,9047
Mamnūr,17.9092,79.5926,India,9047
Borgosatollo,45.4761,10.24,Italy,9047
Orange Park,30.1706,-81.7041,United States,9047
